,Hospital Name,State,District,Contact Details,Total Beds Available,Latitude,Longitude
6237,SRI GAYATRI LIFE CARE MULTI SPECIALITY HOSPITAL ,Telangana,Nizamabad,['9542766000'],40,18.53825,78.11485
6238,SRI KRISHNA NEURO HOSPITAL ,Telangana,Nizamabad,['9948326763'],80,18.53825,78.11485
6239,SRI LAXMI MULTI SEPCIALITY HOSPITAL ,Telangana,Nizamabad,['9676044464'],26,,
6240,SRINIVASA GASTRO & LVER CARE HOSPITAL ,Telangana,Nizamabad,['9441024679'],52,,
6241,SRI SAI PRASAD CHILDRENS HOSPITAL ,Telangana,Nizamabad,['9030400300'],60,,
6242,SRI SANJEEVANI HOSPITAL ,Telangana,Nizamabad,['9705333387'],58,,
6243,SRI SHIVA SAI MULTI SPECIALITY HOSPITAL ,Telangana,Nizamabad,['8688788895'],30,,
6244,SRI VENKATESHWARA SPECIALITY HOSPITAL ,Telangana,Nizamabad,['8309380396'],38,,
6245,SRI VISHNU SUPER SEPCIALITY HOSPITAL ,Telangana,Nizamabad,['9542297720'],64,18.53825,78.11485
6246,SUNRISE SUPER SEPCIALITY HOSPITAL ,Telangana,Nizamabad,['9686158676'],42,,
6247,SURYA NURSING HOME ,Telangana,Nizamabad,['--'],40,,
6248,"S.V. ENT & MULTI SPECIALITY HOSPITAL, ",Telangana,Nizamabad,['9441540688'],20,18.53825,78.11485
6249,S.V.M. COVID HOSPITAL (SVM MULTI SPECIALITY HOSPITAL) ,Telangana,Nizamabad,['9701976779'],22,18.53825,78.11485
6250,TAKSH MULTI SPECIALITY HOSPITAL ,Telangana,Nizamabad,"['8317619203', '9030849639']",26,18.53825,78.11485
6251,TIRUMALA HOSPITAL - NIZAMBAD ,Telangana,Nizamabad,['9885576294'],132,13.67855,79.34131
6252,VEDANSH HOSPITAL ,Telangana,Nizamabad,['8111890769'],50,18.53825,78.11485
6253,FORTUNE SIGMA HOSPITAL - PEDDAPALLY ,Telangana,Peddapalli,['9951521677'],100,18.68547,79.41048
6254,LOTUS HOSPITAL ,Telangana,Warangal,['9849314754'],70,17.96156,79.58744
6255,MAHALAXMI HOSPITAL ,Telangana,Rajanna,['7598363863'],48,18.44237,78.89434
6256,Maxi care Hospital-Godhavarikhani ,Telangana,Peddapalli,['8142626266'],30,18.68547,79.41048
6257,RAJU ORTHOPEDIC HOSPITAL ,Telangana,Peddapalli,['9640713545'],16,,
6258,RK HOSPITAL ,Telangana,Peddapalli,['9866666903'],14,,
6259,SREEJA HOSPITAL ,Telangana,Peddapalli,['9000945692'],32,,
6260,SREE MAMATHA HOSPITAL ,Telangana,Peddapalli,['9110500329'],60,,
6261,Sri Mallikarjuna Hospital-Peddapally ,Telangana,Peddapalli,['8310763806'],24,,
6262,STAR MOUNT HOSPITAL ,Telangana,Peddapalli,['8309689439'],100,,
6263,THIRUMALA HOSPITAL ,Telangana,Peddapalli,['9849198233'],20,,
6264,"Aditya Hospita-Siddulawada,Rajanna Sircilla ",Telangana,Rajanna,['8886138333'],26,,
6265,Amma Hospital-Rajanna Sircilla ,Telangana,Rajanna,['985578881'],44,,
6266,AMRUTHA NARSING HOME ,Telangana,Rajanna,['8317620255'],58,,
6267,ASHWINI HOSPITAL ,Telangana,Rajanna,['9000700624'],90,,
6268,Cure Hospital-Vemulawada ,Telangana,Rajanna,['9866143157'],32,18.43499,78.99835
6269,KONARK HOSPITAL ,Telangana,Rajanna,['9247243474'],58,18.44237,78.89434
6270,LALITHA SUPER SPECIASLITY HOSPITAL-SIRICILLA ,Telangana,Rajanna,['6303964576'],20,18.44237,78.89434
6271,LAXMINARSIMHA HOSPITAL ,Telangana,Rajanna,['8143168486'],24,18.44237,78.89434
6272,MAHALAXMI HOSPITAL-VEMULAWADA ,Telangana,Rajanna,['9550632048'],36,18.47101,78.86361
6273,MANA HOSPITAL-VEMULAWADA ,Telangana,Rajanna,['9550632049'],18,18.47101,78.86361
6274,MANOHAR HOSPITAL ,Telangana,Rajanna,['9247134810'],32,18.44237,78.89434
6275,MATHRU SRI HOSPITAL- VEMULAWADA ,Telangana,Rajanna,['9247134810'],36,18.47101,78.86361
6276,RAJANNA MULTISPECIALITY HOSPITAL ,Telangana,Rajanna,['9000302223'],40,18.44237,78.89434
6277,Siri Hospital-Rajanna Sircilla ,Telangana,Rajanna,['9441729777'],76,18.44237,78.89434
6278,SRI RUDRA MULTI SPECIALITY HOSPITAL-VEMULAWADA ,Telangana,Rajanna,['9989599966'],20,18.43499,78.99835
6279,SURA SURA CHEST HOSPIAL-SIRICILLA ,Telangana,Rajanna,['7893340340'],40,18.44237,78.89434
6280,THULASI HOSPITAL-VEMULAWADA ,Telangana,Rajanna,['9908553226'],32,,
6281,AARON HOSPITAL-NARSINGI ,Telangana,Rangareddy,['--'],30,,
6282,AIG HOSPITALS GACHIBOWLI ,Telangana,Rangareddy,['7299998262'],442,,
6283,AMERICAN BRAIN AND SPINE HOSPITAL ,Telangana,Rangareddy,['9347407776'],46,,
6284,AMMA HOSPITAL - KOTHAPET ,Telangana,Rangareddy,['7337337320'],90,,
6285,ANKURA HOSPITAL FOR WOMEN & CHILDREN (A UNIT OF ANKURA HOSPITALS LB NAGAR PVT LTD ,Telangana,Rangareddy,['9100900279'],114,17.27578,78.10196
6286,ANKURA HOSPITALS-MADEENAGUDA ,Telangana,Rangareddy,['--'],8,17.27578,78.10196
6287,"ANURAG ORTHO, NEURO AND JOINT REPLACEMENT HOSPITAL-CHAITANYAPURI ",Telangana,Rangareddy,['9615112200'],70,17.27578,78.10196
6288,ARCHANA HOSPITAL - MADINAGUDA ,Telangana,Rangareddy,['9885355084'],88,17.49179,78.34231
6289,ARK HEALTH CARE(ALWAYS RELIABEL KNOWLEDGE HEALTH CARE PVT LTD)-DILSUKNAGAR ,Telangana,Rangareddy,['9010098673'],34,17.27578,78.10196
6290,AVASA HOSPITAL (INDO-UK HOSPITALS PVT LTD) ,Telangana,Rangareddy,['9989724217'],60,17.27578,78.10196
6291,AWARE GLENEAGLES HOSPITALS ,Telangana,Rangareddy,['9963451344'],108,17.27578,78.10196
6292,"AYAAN INSTITUTE OF MEDICAL SCIENCES,KANAKA MAMIDI VILLAGE, MOINABAD ",Telangana,Rangareddy,['9849605553'],200,17.27578,78.10196
6293,"BHASKAR MEDICAL COLLEGE, YENKAPALLY (V), MOINA BAD (M), R.R. DIST. ",Telangana,Rangareddy,['--'],550,17.27578,78.10196
6294,BHRUNGI HOSPITAL ,Telangana,Rangareddy,['7337009456'],84,17.27578,78.10196
6295,BRISTLECONE HOSPITAL - HAYATHNAGAR ,Telangana,Rangareddy,['9849271212'],52,,
6296,CARE HOSPITAL - HITECH CITY ,Telangana,Rangareddy,['8374239865'],76,,
6297,CBS MAAGNA HOSPITAL ,Telangana,Rangareddy,['9866212080'],34,17.27578,78.10196
6298,CHAVAN OM SAI HOSPITAL ,Telangana,Rangareddy,['9160475750'],46,17.27578,78.10196
6299,CITIZENS HOSPITALS A UNIT OF CYBERABAD CITIZENS HOSPITALS PVT LTD ,Telangana,Rangareddy,['7330801188'],0,17.27578,78.10196
6300,CONTINENTAL HOSPITALS LIMITED ,Telangana,Rangareddy,['9948903444'],288,17.27578,78.10196
6301,DELTA HOSPITALS ,Telangana,Rangareddy,['6305643899'],52,17.27578,78.10196
6302,DIMS HOSPITALS ,Telangana,Rangareddy,['9949905624'],20,17.27578,78.10196
6303,DISHA CHILDRENS HOSPITAL-LB NAGAR ,Telangana,Rangareddy,['9849139127'],64,17.27578,78.10196
6304,DIYA HOSPITAL - BIRAMALGUDA ,Telangana,Rangareddy,['8985889585'],52,17.27578,78.10196
6305,"DR. PATNAM MAHENDER REDDY, INSTITUTE OF MEDICAL SCIENCES, CHEVELLA (V & M), RANGAREDDY ",Telangana,Rangareddy,['8688315735'],200,17.27578,78.10196
6306,DR. SHIVARAMNAYAK ORTHOPEDIC HOSPITAL ,Telangana,Rangareddy,['9949750777'],114,17.27578,78.10196
6307,"DR.V.R.K.WOMEN’S MEDICAL COLLEGE TEACHING HOSPITAL & RESEARCH CENTRE, OPP: DEER PARK, AZIZNAGAR, MOINABAD, RR DIST. ",Telangana,Rangareddy,['9985995093'],360,17.27578,78.10196
6308,EVYA HOSPITAL - VANASTHALIPURAM ,Telangana,Rangareddy,['8555997934'],40,17.27578,78.10196
6309,FLEVA MEDICAL CENTRE ,Telangana,Rangareddy,['9908864143'],40,17.27578,78.10196
6310,GAMAN HEALTH CENTRE ,Telangana,Rangareddy,['7093047787'],60,17.27578,78.10196
6311,GAYATRI HOSPITAL-HASTINAPURAM ,Telangana,Rangareddy,['9676431542'],22,17.27578,78.10196
6312,GERMANTEN HOSPITAL ,Telangana,Rangareddy,['9390101482'],54,17.27578,78.10196
6313,HAPPY HOSPITAL - MADINAGUDA ,Telangana,Rangareddy,['9346145678'],70,17.49179,78.34231
6314,HEALIX HOSPITAL - MADHINAGUDA ,Telangana,Rangareddy,['9703734997'],98,17.27578,78.10196
6315,HEALTHCARE HOSPITAL ,Telangana,Rangareddy,['9553099942'],52,17.27578,78.10196
6316,HEALTH VALLEY HOSPITAL ,Telangana,Rangareddy,['9704913696'],72,17.27578,78.10196
6317,HIMAGIRI HOSPITALS ,Telangana,Rangareddy,['8008503564'],66,17.27578,78.10196
6318,HIRANYAA HOSPITAL - BALAPUR ,Telangana,Rangareddy,['8830469496'],100,17.27578,78.10196
6319,HYDERABAD UROLOGY & ANDROLOGY HOSPITAL ,Telangana,Rangareddy,['9848237479'],56,17.43977,78.51192
6320,IMAGE HOSPITALS - MADHAPUR ,Telangana,Rangareddy,['9160610000'],54,17.27578,78.10196
6321,IMAGE MULTI SPECIALITY HOSPITAL ,Telangana,Rangareddy,['9705153496'],64,17.27578,78.10196
6322,INDUS HOSPITALS - KOTHAPET ,Telangana,Rangareddy,['9948578673'],0,17.27578,78.10196
6323,JAIDHEV HOSPITAL ,Telangana,Rangareddy,['9700009432'],54,17.27578,78.10196
6324,JAYAA HOSPITAL-MIYAPUR ,Telangana,Rangareddy,['8121514514'],28,17.27578,78.10196
6325,JEEVAN HOSPITAL - KARMANGHAT ,Telangana,Rangareddy,['9010124956'],90,17.27578,78.10196
6326,JEEVAN SAI HOSPITAL ,Telangana,Rangareddy,['9440407174'],46,17.27578,78.10196
6327,"KAMINENI ACADEMY OF MEDICAL SCIENCES AND RESEARCH CENRE, LB NAGAR ",Telangana,Rangareddy,['9491061341'],798,17.27578,78.10196
6328,"KASTURI MULTI SPECIALITY HOSPITAL (UNIT OF KASTURI MULTI SPECIALITY MEDICARE PVT. LTD.), ",Telangana,Rangareddy,['9989691223'],48,17.27578,78.10196
6329,"KIMS HOSPITAL, KONDAPUR ",Telangana,Rangareddy,['7702333711'],192,17.27578,78.10196
6330,KRISHNAVENI MULTI SPECIALITY HOSPITAL ,Telangana,Rangareddy,['9177527173'],60,17.27578,78.10196
6331,LEGEND HOSPITALS ,Telangana,Rangareddy,['7207561819'],40,17.27578,78.10196
6332,LIFE CARE HOSPITAL ,Telangana,Warangal,['8790562200'],66,17.91406,79.60361
6333,LIMS HOSPITAL ,Telangana,Rangareddy,['9553569852'],46,17.27578,78.10196
6334,LOTUS HOSPITAL FOR WOMEN AND CHILDREN-LB NAGAR ,Telangana,Rangareddy,['9849028756'],40,17.27578,78.10196
6335,MAHAVIR INSTITUTE OF MEDICAL SCIENCES - VIKARABAD ,Telangana,Rangareddy,['8277016369'],66,17.27578,78.10196
6336,MAXICURE HOSPITALS ,Telangana,Rangareddy,['9121444666'],50,17.27578,78.10196
6337,"MEDICITI INSTITUTE OF MEDICAL SCIENCES, GHANPUR, MEDCHAL (M), RR DIST. ",Telangana,Rangareddy,['8838471850'],900,17.27578,78.10196
6338,MEDICOVER HOSPITALS A UNIT OF SAHRUDAYA HEALTH CARE PRIVATE LIMITED MADHAPUR ,Telangana,Rangareddy,['9154706780'],434,17.27578,78.10196
6339,MEDICOVER WOMAN AND CHILD HOSPITAL-MADHAPUR ,Telangana,Rangareddy,['--'],66,17.27578,78.10196
6340,MEDISYS HOSPITAL - L B NAGAR ,Telangana,Rangareddy,['9100277716'],154,17.27578,78.10196
6341,METRO HOSPITAL ,Telangana,Rangareddy,['9030944684'],32,17.27578,78.10196
6342,MOHAN HOSPITAL - L B NAGAR ,Telangana,Rangareddy,['9010535180'],58,17.27578,78.10196
6343,"MUSLIM GENERAL HOSPITAL-JALLPALLY,RANGAREDDY ",Telangana,Rangareddy,['9581002323'],48,17.27578,78.10196
6344,NAKSHATRA HOSPITAL - HYDERABAD ,Telangana,Rangareddy,['7337551103'],90,17.36808,78.468
6345,NAVEENA MULTI SPECIALITY HOSPITAL ,Telangana,Rangareddy,['7013812132'],82,17.27578,78.10196
6346,NEO-CARE HOSPITAL-BANDLAGUDAJAGIR ,Telangana,Rangareddy,['8686840521'],28,,
6347,NEW AMMA HOSPITALS ,Telangana,Rangareddy,['9052454984'],40,,
6348,OMNI HOSPITAL - KOTHAPET ,Telangana,Rangareddy,['7893943213'],64,17.27578,78.10196
6349,ORIGIN HOSPITAL-RAJENRA NAGAR ,Telangana,Rangareddy,['--'],52,17.27578,78.10196
6350,OZONE HOSPITALS ,Telangana,Rangareddy,['9550891397'],178,17.27578,78.10196
6351,PACE HOSPITALS ,Telangana,Rangareddy,['9968876768'],254,17.27578,78.10196
6352,PADMAVATHI GASTRO & LIVER HOSPITAL ,Telangana,Rangareddy,['9603865889'],40,17.27578,78.10196
6353,PARAMITHA CHILDREN HOSPITAL ,Telangana,Rangareddy,['9553411594'],40,17.27578,78.10196
6354,PAVAN SAI HOSPITAL ,Telangana,Rangareddy,['8801719855'],24,17.27578,78.10196
6355,PEOPLES MULTISPECIALITY HOSPITAL-YACHARAM ,Telangana,Rangareddy,['7013397296'],60,17.27578,78.10196
6356,"Pioneer Hospitals-Hastinapuram,Rangareddy ",Telangana,Rangareddy,['9849144130'],76,17.27578,78.10196
6357,PLUTUS HOSPITAL ,Telangana,Rangareddy,['7675803975'],28,17.27578,78.10196
6358,PRANAAM HOSPITALS PVT LTD-MIYAPUR ,Telangana,Rangareddy,['7702560788'],30,17.27578,78.10196
6359,PRATYUSHA HOSPITAL ,Telangana,Rangareddy,['9652496230'],30,17.27578,78.10196
6360,"PREETI UROLOGY & KIDNEY HOSPITAL-KONDAPUR,RANGAREDDY ",Telangana,Rangareddy,['9885751550'],56,17.27578,78.10196
6361,PRK HOSPITAL - CHANDANAGAR ,Telangana,Rangareddy,['9032806314'],204,17.27578,78.10196
6362,RAKSHITHA HOSPITAL ,Telangana,Rangareddy,['9392584446'],34,17.27578,78.10196
6363,RAVI HOSPITAL (TRAUMA AND CRITICAL CARE CENTRE) ,Telangana,Rangareddy,['9642380675'],28,17.27578,78.10196
6364,RAVINDRA HOSPITAL ,Telangana,Rangareddy,['9866695958'],56,17.27578,78.10196
6365,RISE CHILDRENS HOSPITALS (A UNIT OF RISE HOSPITALS PVT.LTD) ,Telangana,Rangareddy,['9849139127'],78,17.27578,78.10196
6366,RISHITHA HOSPITAL ,Telangana,Rangareddy,['8179898539'],40,17.27578,78.10196
6367,RK HOSPITALS - CHAMPAPET ,Telangana,Rangareddy,['9030515544'],52,17.27578,78.10196
6368,Royal Hospitals-Saroornagar ,Telangana,Rangareddy,['9392070999'],40,17.27578,78.10196
6369,RUBY HOSPITAL ,Telangana,Rangareddy,['9849425808'],32,17.27578,78.10196
6370,RVR-HAYAT NAGAR ,Telangana,Rangareddy,['9866243456'],34,17.27578,78.10196
6371,SAHARA HOSPITAL ,Telangana,Rangareddy,['7729949575'],40,17.27578,78.10196
6372,SAI SANJEEVANI HOSPITAL ,Telangana,Rangareddy,['--'],24,17.27578,78.10196
6373,SAI SWAROOPA HSOPITAL ,Telangana,Rangareddy,['8106869505'],36,17.27578,78.10196
6374,SAI TEJA HOSPITAL ,Telangana,Rangareddy,['9246538927'],30,17.27578,78.10196
6375,SANGAMITHRA HOSPITAL - DILSUKNAGAR ,Telangana,Rangareddy,['9100879144'],50,17.27578,78.10196
6376,SAPTAGIRI HOSPITAL (A UNIT OF PADMALAYA HOSPITAL PVT LTD) ,Telangana,Rangareddy,['9246335799'],42,17.27578,78.10196
6377,SATYAM HOSPITAL-ATTAPUR ,Telangana,Rangareddy,['9346041483'],64,17.27578,78.10196
6378,"SHADAN INSTITUTE OF MEDICAL SCIENCES, RESEARCH & TEACHING HOSPITAL - HIMAYATSAGER ROAD ",Telangana,Rangareddy,['9848288697'],400,17.27578,78.10196
6379,SHANMUKA VAISNAVI HOSPITAL - DILSUKNAGAR ,Telangana,Rangareddy,['9246200114'],46,17.27578,78.10196
6380,SHREE SEVEN HILLS HOSPITAL ,Telangana,Rangareddy,['6305368269'],60,,
6381,SHREYA HOSPITALS ,Telangana,Rangareddy,['9912868878'],6,17.27578,78.10196
6382,SHRI SIGMA METRO CARE HOSPITAL ,Telangana,Rangareddy,['9533815549'],60,17.27578,78.10196
6383,SHYAM HOSPITAL ,Telangana,Rangareddy,['9000991908'],58,17.27578,78.10196
6384,SIA LIFE HOSPITAL ,Telangana,Rangareddy,['--'],138,17.27578,78.10196
6385,SIREESHA NURSING HOME - CHANDANAGAR ,Telangana,Rangareddy,['9848356763'],26,17.27578,78.10196
6386,Sree Raksha Hospital-Rangareddy ,Telangana,Rangareddy,['8639029312'],48,17.27578,78.10196
6387,SREESTA ORANGE HOSPITAL - L B NAGAR ,Telangana,Rangareddy,['9346028314'],118,17.27578,78.10196
6388,SRI CHANDRA MULTI SPECIALITY HOSPITAL-SHIVARAMPALLY ,Telangana,Rangareddy,['--'],26,17.27578,78.10196
6389,SRIHITHA HOSPITALS ,Telangana,Rangareddy,['9246538928'],60,17.27578,78.10196
6390,SRI HOSPITALS - CHAITHANYAPURI ,Telangana,Rangareddy,['9347584446'],52,,
6391,SRI LAKSHMI HOSPITAL-ARAMGHAR X ROAD ,Telangana,Rangareddy,['9248019119'],30,,
6392,Sri Laxmi Nursing Home-Shankarpally ,Telangana,Rangareddy,['8349494963'],10,,
6393,Sriman Hospital Private Limited-Madhapur ,Telangana,Rangareddy,['9948504999'],54,,
6394,SRI RADHIKA MULTI SPECIALITY HOSPITAL ,Telangana,Rangareddy,['8801111422'],50,17.27578,78.10196
6395,SRI SANKALP MULTISPECIALITY HOSPITAL ,Telangana,Rangareddy,['9966695005'],52,17.27578,78.10196
6396,SRI SIGMA HOSPITAL - MADHAPUR ,Telangana,Rangareddy,['8185898570'],88,17.27578,78.10196
6397,SRI SRINIVASA MULTI SPECIALITY HOSPITAL ,Telangana,Rangareddy,['8368603645'],24,17.27578,78.10196
6398,SRI SRINIVASA MULTISPECIALITY HOSPITAL - MAILARDEVPALLY ,Telangana,Rangareddy,['7676998811'],72,17.32002,78.44606
6399,"Sri Visistta Hospital (Multi Speciality)-Thukkuguda,Ranga Reddy ",Telangana,Rangareddy,['9441437763'],32,17.27578,78.10196
6400,SUNCITY NURSING HOME ,Telangana,Rangareddy,['9849330213'],26,17.27578,78.10196
6401,SUNRISE HOSPITAL - HAYATH NAGAR ,Telangana,Rangareddy,['4067451111'],94,17.27578,78.10196
6402,SUNSHINE HOSPITALS GACHIBOWLI ,Telangana,Rangareddy,['9014411223'],92,17.27578,78.10196
6403,S.V.MULTI SPECIALITY HOSPITAL ,Telangana,Warangal,['9052599994'],96,,
6404,"Swapna Hospitals-Chaitanyapuri,Ranga Reddy ",Telangana,Rangareddy,['9603245552'],26,17.27578,78.10196
6405,"TIRUMALA MULTISPECIALITY HOSPITAL - OMKAR NAGAR, SAGAR ROAD ",Telangana,Rangareddy,['9666661159'],100,,
6406,TRIDENT HOSPITAL- SHAMSHABAD ,Telangana,Rangareddy,['9849389777'],40,,
6407,UDBHAVA HOSPITALS - MIYAPUR ,Telangana,Rangareddy,['9966184423'],184,,
6408,UNICORPUS WORD AND DEED HOSPITAL-PEDDAAMBERPET ,Telangana,Rangareddy,['8008204229'],22,,
6409,USHA MOHAN HOSPITAL-ATTAPUR ,Telangana,Rangareddy,['9705979502'],28,,
6410,VAMSI PRAGMA HOSPITAL ,Telangana,Rangareddy,['9985845145'],58,,
6411,VANAJA HOSPITAL-CHANDANAGAR ,Telangana,Rangareddy,['9000788722'],60,,
6412,Varun Hospital-Ibrahimptnam ,Telangana,Rangareddy,['7997483344'],20,,
6413,"VIJAYA HOSPITAL-MADINAGUDA,RANGAREDDY ",Telangana,Rangareddy,"['7207004103', '8247889857']",60,,
6414,VISHNUS PARAMITHA WOMEN & CHILDRENS HOSPITALS ,Telangana,Rangareddy,['--'],44,17.27578,78.10196
6415,"Vislon Hospitals-Kokapet,Ranga Reddy ",Telangana,Rangareddy,['9704372506'],40,17.27578,78.10196
6416,Viva Hospitals-Shadnagar ,Telangana,Rangareddy,['7207208188'],48,17.27578,78.10196
6417,"Well Treat Health Care Pvt Ltd, (Caring Hands Multispecialty Hospital& Diagnostic)-Allwyn Colony X Road, Miyapur ",Telangana,Rangareddy,['9959821180'],4,17.27578,78.10196
6418,"ZOI, ATTAPUR ",Telangana,Rangareddy,['9059207482'],96,17.27578,78.10196
6419,ASIL HOSPITAL ,Telangana,Sangareddy,['9908878622'],40,17.68172,77.63335
6420,CHARITHA HOSPITAL ,Telangana,Sangareddy,['9491127504'],40,17.68172,77.63335
6421,CITY SUPER SPECIALITY HOSPITAL ,Telangana,Sangareddy,['9963522885'],12,17.68172,77.63335
6422,GOKULA VENKATESHWERA MULTI SPECIALITY HOSP. ,Telangana,Sangareddy,['9440894477'],60,17.60474,78.08022
6423,Jaitra Hospital-Sangareddy ,Telangana,Sangareddy,['8309347375'],20,17.68172,77.63335
6424,KAKATHIYA HOSPITAL ,Telangana,Sangareddy,['9866231944'],50,,
6425,KBR LIFE CARE HOSPITAL ,Telangana,Sangareddy,['9100230296'],46,,
6426,KETHANA MULTISPECIALITY HOSPITAL ,Telangana,Sangareddy,['9160119021'],28,,
6427,Kidvani Hospital-Zaheerabad ,Telangana,Sangareddy,['9028588655'],40,,
6428,MAHESHWARA MEDICAL COLLEGE AND HOSPITAL-SANGAREDDY ,Telangana,Sangareddy,['9848573333'],1050,,
6429,MANJEERA HOSPITAL ,Telangana,Sangareddy,['9441782501'],52,,
6430,MAXCARE HOSPTAL-PATANCHERU ,Telangana,Sangareddy,['8008123479'],88,,
6431,Medicare Hospital-Isnapur ,Telangana,Sangareddy,['9177384462'],20,,
6432,MEDICOVER HOSPITAL - CHANDANAGAR ,Telangana,Sangareddy,['9000011453'],88,17.68172,77.63335
6433,MNR MEDICAL COLLEGE AND HOSPITAL ,Telangana,Sangareddy,['9985396285'],460,17.68172,77.63335
6434,N CARE HOSPITAL - R C PURAM ,Telangana,Sangareddy,['9908800900'],60,17.68172,77.63335
6435,ORDNANCE FACTORY HOSPITAL-SANGAREDDY ,Telangana,Sangareddy,['8500667189'],60,17.68172,77.63335
6436,PADMAVATHI MULTI SPECIALTY HOSPITAL ,Telangana,Sangareddy,['7702270153'],30,17.68172,77.63335
6437,PANACEA MERIDIAN HOSPITAL ,Telangana,Sangareddy,['9949636612'],96,17.68172,77.63335
6438,PREETI UROLOGY AND KIDNEY HOSPITAL ,Telangana,Sangareddy,['9885751550'],64,17.68172,77.63335
6439,SAHASRA HOSPITAL ,Telangana,Sangareddy,['8374790990'],40,17.68172,77.63335
6440,SAHITHI HOSPITAL-SANGAREDDY ,Telangana,Sangareddy,['9441179148'],20,17.68172,77.63335
6441,SAI RAM HOSPITAL ,Telangana,Sangareddy,['9985646565'],56,17.68172,77.63335
6442,SANROHI HOSPITAL-ZAHEERABAD ,Telangana,Sangareddy,['7729009960'],34,17.68172,77.63335
6443,SHREE BALAJI MEDICOVER HOSPITAL- SANGAREDDY ,Telangana,Sangareddy,['9133326448'],70,,
6444,Shree Balaji Medicover Hospitals-Zaheerabad ,Telangana,Sangareddy,['8555054167'],40,,
6445,SISHU RAKSHA HOSPITAL-SANGAREDDY ,Telangana,Sangareddy,['9550570871'],0,,
6446,Skanda-Sangareddy ,Telangana,Sangareddy,['8885055771'],32,,
6447,SN HOSPITAL ,Telangana,Sangareddy,['9866786785'],40,,
6448,Sri Adithya Venkateshwara-Sangareddy ,Telangana,Sangareddy,['8877582233'],60,,
6449,SRI LAXMI VENKATESHWARA ORTHO AND MATERNITY NURSING HOME ,Telangana,Sangareddy,['9494423032'],0,,
6450,SRI TIRUMALA HOSPITAL ,Telangana,Sangareddy,['8919190156'],26,,
6451,Star Light Hospital-Beeramguda ,Telangana,Sangareddy,['8125293368'],40,,
6452,SUNRISE HOSPITAL ,Telangana,Sangareddy,['8790288333'],54,,
6453,TRR INSTITUTE OF MEDICAL SCIENCES ,Telangana,Sangareddy,['9885591597'],450,,
6454,V Care Hospital-Isnapur ,Telangana,Sangareddy,['9542004567'],22,,
6455,Vijaya Multy Speciality Hospital-Sadashivapet ,Telangana,Sangareddy,['9849598499'],40,,
6456,AAROGYA HOSPITAL ,Telangana,Siddipet,['8555086324'],40,,
6457,BHANU HOSPITAL ,Telangana,Siddipet,['6300386474'],24,,
6458,HASINI GENERAL AND DENTAL HOSPITAL ,Telangana,Siddipet,['9550650707'],30,,
6459,IMAGE HOSPITAL ,Telangana,Siddipet,['9492661826'],14,,
6460,LAXMI NARSIMHA HOSPITAL ,Telangana,Siddipet,['8142263163'],12,17.58267,78.92983
6461,Prabhath Super Speciality Hospital-Siddipet ,Telangana,Siddipet,['8919361879'],100,18.00731,78.71918
6462,ROHINI MATERNITY AND NURSING HOME ,Telangana,Siddipet,['9848134401'],0,17.60057,79.30081
6463,RVM CHARITABLE TRUST - SIDDIPET ,Telangana,Siddipet,['9849521108'],1088,18.00731,78.71918
6464,SAI LAVANYA CHILDRENS HOSPITAL ,Telangana,Siddipet,['9966050514'],60,18.00731,78.71918
6465,SAMPATH VINAYAKA HOSPITAL ,Telangana,Siddipet,['9704528899'],30,18.00731,78.71918
6466,SAMRAKSHA HOSITAL ,Telangana,Siddipet,['8264571111'],100,18.00731,78.71918
6467,SIDDI VINAYAKA HOSPITAL ,Telangana,Siddipet,['9346670644'],14,18.00731,78.71918
6468,SREE SURAKSHA CRITICAL CARE ,Telangana,Siddipet,['7729882555'],72,18.00731,78.71918
6469,SRI CARE HOSPITAL-SIDDIPET ,Telangana,Siddipet,['9951991919'],28,18.00731,78.71918
6470,SRI MALLIKA ORTHOPEDIC AND DENTAL HOSPITAL ,Telangana,Siddipet,['9948023457'],40,18.00731,78.71918
6471,"Sri Srinivasa Multi Speciality Hospital-Husnabad,Siddipet ",Telangana,Siddipet,['9989894233'],40,18.13781,79.20999
6472,SRI SRINIVASA ORTHOPEDIC HOSPITAL ,Telangana,Siddipet,['9866690700'],0,,
6473,"SURABHI, INSTITUTE OF MEDICAL SCIENCES - SIDDIPET ",Telangana,Siddipet,['9741122333'],592,,
6474,SUSHENA HOSPITAL-SIDDIPET ,Telangana,Siddipet,['9760108108'],32,,
6475,SUSHRUTHA HOSPITAL ,Telangana,Warangal,['9010866609'],150,,
6476,VIJAYALAKSHMI HOSPITAL ,Telangana,Siddipet,['9550928028'],12,,
6477,VIJAYA SAI HOSPITAL SIDDIPET ,Telangana,Siddipet,['9032996914'],20,,
6478,VISHVA HOSPITAL-SIDDIPET ,Telangana,Siddipet,['9492677699'],32,,
6479,OM HOSPITAL ,Telangana,Suryapet,['--'],8,,
6480,"SANKALPA HOSPITAL, KODAD ",Telangana,Suryapet,['--'],8,,
6481,SREEHAN HOSPITAL ,Telangana,Suryapet,['--'],22,17.14933,79.57189
6482,"SRI KAMALA HOSPITAL,OPP.VIJETHA HOTEL SURYAPET ",Telangana,Suryapet,['--'],38,17.14933,79.57189
6483,"SRI SAI SRINIVASA HOSPITAL, KODAD ",Telangana,Suryapet,['--'],18,17.14933,79.57189
